mbti,function_pair,playlist_name,playlist_id,track_count,danceability_mean,danceability_stdev,energy_mean,energy_stdev,loudness_mean,loudness_stdev,mode_mean,mode_stdev,speechiness_mean,speechiness_stdev,acousticness_mean,acousticness_stdev,liveness_mean,liveness_stdev,valence_mean,valence_stdev,tempo_mean,tempo_stdev,instrumentalness_mean,instrumentalness_stdev,CMajor_count,C#/Dbminor_count,C#/DbMajor_count,Dminor_count,DMajor_count,D#_EbMajor_count,Eminor_count,EMajor_count,Fminor_count,FMajor_count,F#/Gbminor_count,GMajor_count,G#/Abminor_count,G#/AbMajor_count,Aminor_count,AMajor_count,Bminor_count,BMajor_count,Cminor_count,F#/GbMajor_count,Gminor_count,A#/Bbminor_count,A#/BbMajor_count,D#_Ebminor_count
ESTP,SP,ESTP VIBE,4eyGn6igqrtGynVHzfzmVq,50,0.6649200000000001,0.1287224256186266,0.7001999999999999,0.15074549439911183,-5.622120000000001,2.1904058019332533,0.6,0.4948716593053936,0.114472,0.09273502528325375,0.12468795799999999,0.17861946318826433,0.21152,0.16434695256172696,0.51926,0.2126445544344182,127.70129999999999,26.070372959647163,0.0392953398,0.1341965557658342,4.0,3.0,6.0,1.0,2.0,1.0,5.0,3.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
ESTP,SP,Indie-pop,6KFBM0NrTfHkScwedjcLha,50,0.53842,0.1189138068913268,0.71138,0.19242384022182463,-6.154720000000001,2.460775504442717,0.74,0.44308749769345196,0.047824000000000005,0.023149325022116564,0.14510416599999998,0.24085773439026295,0.162498,0.09860129876612855,0.5216780000000001,0.2436425210786307,128.33098,26.597046556529612,0.019350331800000002,0.07678739658769587,2.0,1.0,2.0,0.0,5.0,1.0,1.0,7.0,2.0,3.0,1.0,4.0,1.0,3.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,0.0
ESTP,SP,estp x infp playlist,5kVVpLVklAfMMuqiduWAuH,33,0.6284545454545455,0.12764699636818008,0.6536757575757576,0.17699558792224002,-7.482030303030302,3.8085920010291243,0.8484848484848485,0.3641095406272097,0.07262121212121213,0.05641814733297123,0.17727636363636362,0.24834462975027494,0.1620666666666667,0.12672048637322483,0.6112424242424244,0.17837969165221523,123.83915151515151,22.77592925535807,0.05128271696969697,0.19815864567048755,8.0,0.0,2.0,0.0,4.0,1.0,1.0,4.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0
ESTP,SP,estp entp and entj chaotic trio,5WeSCX4ezygcLp7r3VGrJt,50,0.66172,0.10216054592090404,0.78872,0.09434674215415198,-4.93226,1.7158879751502736,0.56,0.5014265364224069,0.071884,0.04309801056064787,0.05201190000000001,0.0671222988183753,0.209504,0.16198512398315085,0.6818000000000001,0.1811985042962101,121.89957999999999,17.5859921610749,0.017188851600000003,0.09801265407152164,3.0,1.0,4.0,1.0,3.0,1.0,5.0,0.0,2.0,2.0,5.0,3.0,3.0,6.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0
ESTP,SP,chaotic bisexual esfp/estp female villain,6C3UjN5IMu7fLdBEMr282z,50,0.6632399999999999,0.1217968465796003,0.72226,0.1705024758932089,-6.06294,2.549012048794191,0.44,0.5014265364224069,0.084588,0.08315025161030569,0.13963542800000003,0.1901343773429729,0.193366,0.13030190157899477,0.5392399999999999,0.20448726920105836,120.34299999999999,29.07323502004227,0.06953095340000001,0.16794607215133114,1.0,0.0,3.0,0.0,1.0,0.0,7.0,1.0,2.0,1.0,0.0,3.0,4.0,4.0,2.0,2.0,6.0,2.0,1.0,4.0,2.0,3.0,0.0,1.0
ESTP,SP,bixbite,1C7oF2hIj0Bd8CwdLvaaMR,38,0.6509736842105263,0.12502550806591758,0.7986578947368422,0.13406014711351294,-5.42092105263158,2.887379597410913,0.7105263157894737,0.45960586739381,0.11242368421052631,0.082194207838971,0.0705044605263158,0.11084525507212817,0.23158157894736844,0.1773590370685181,0.6446842105263159,0.1978909207131829,134.3972631578947,24.88473591156506,0.04772675552631579,0.1480011465707958,7.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,4.0,2.0,5.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
ESTP,SP,Psy5._Est+,5VbH30zsdE7DDDhLUEzFor,8,0.62175,0.09209738634417683,0.674625,0.2357298317384301,-10.24625,5.3025421329234685,0.75,0.4629100498862757,0.042675000000000005,0.00883964284992814,0.17853750000000002,0.09849073832454647,0.2509,0.23120035219943516,0.76925,0.1907367295514946,119.46324999999999,35.829474290429815,0.0012643875,0.0029065109915682656,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
ESTP,SP,ESTP,1vwHuAQZcIZomgPbrOigiA,24,0.6635,0.166795370595751,0.7503333333333334,0.13985820977182467,-4.861791666666666,1.8127759395148806,0.5416666666666666,0.5089773777040516,0.09796666666666666,0.06046803443478047,0.06336466666666667,0.09141763007289637,0.1975083333333333,0.1659579907993132,0.557875,0.21801721362035295,134.14691666666667,28.84697090407552,0.008082182916666668,0.03162342871458954,1.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,0.0,1.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0
ESTP,SP,.:+* Euphoric *+:.,6rUnJpPZmx2T7l2JdUAf5T,50,0.6431399999999999,0.12420391561082615,0.7596,0.14164658521136617,-5.331500000000001,2.0331553465648673,0.64,0.4848732213850611,0.090666,0.07176162242495097,0.06729366,0.08998824467642018,0.179094,0.13104883870729497,0.57746,0.1864478052475616,128.35744,26.664560745709515,0.0033950645999999995,0.02053256272496946,2.0,3.0,4.0,1.0,2.0,2.0,0.0,1.0,3.0,5.0,2.0,2.0,1.0,2.0,1.0,4.0,5.0,1.0,0.0,5.0,0.0,2.0,2.0,0.0
ESTP,SP,estp/8w7,0eYxHXDa16DLyZih0QTMKB,50,0.6425599999999999,0.13303876372343976,0.5924999999999999,0.17592649787073358,-6.6809199999999995,2.2086656498105506,0.6,0.49487165930539356,0.10058600000000001,0.09004102015306181,0.24878515999999998,0.2682053894587291,0.16331800000000002,0.10169581431396077,0.46462599999999993,0.23362794930820924,116.8452,31.979535068285045,0.016117780800000002,0.0596869379636542,3.0,1.0,1.0,1.0,2.0,0.0,2.0,3.0,2.0,3.0,3.0,5.0,0.0,4.0,2.0,1.0,5.0,2.0,4.0,3.0,0.0,0.0,3.0,0.0
ESTP,SP,POWER SONGS,5OLXbJmRy1h1wAoll6kSC9,50,0.62232,0.1375893683600382,0.6324399999999999,0.19691375507763673,-6.550379999999999,2.670550267305239,0.6,0.4948716593053935,0.10047799999999998,0.09662049322066246,0.2180254,0.24812593125274277,0.203192,0.18036760630468443,0.5490599999999999,0.20172768166768884,122.00846,28.56146788316778,0.0526042312,0.10809148422754333,3.0,2.0,2.0,0.0,7.0,2.0,5.0,2.0,1.0,1.0,0.0,5.0,3.0,2.0,3.0,3.0,4.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0
